 ,Area1,Mean1,Min1,Max1,Area2,Mean2,Min2,Max2,Area3,Mean3,Min3,Max3
371,32,107.219,79,151,225,133.769,50,297,208,114.341,59,225
372,32,108.625,71,164,225,132.453,52,330,208,114.644,60,208
373,32,108.125,79,165,225,132.898,60,315,208,115.481,58,223
374,32,106.344,75,141,225,135.627,51,318,208,115.784,55,238
375,32,110.938,80,164,225,136.382,52,298,208,121.514,63,248
376,32,109.188,81,161,225,137.867,59,336,208,123.212,57,229
377,32,107.438,71,161,225,136.996,56,311,208,121.885,62,244
378,32,108.281,75,154,225,136.484,57,310,208,119.798,61,245
379,32,106.719,77,154,225,136.929,56,311,208,118.269,56,218
380,32,109.125,79,145,225,135.560,63,307,208,117.413,49,220
381,32,107.031,71,167,225,135.244,58,313,208,118.221,57,235
382,32,105.656,63,158,225,133.587,54,280,208,117.327,57,221
383,32,108.906,66,155,225,132.951,58,307,208,115.519,61,243
384,32,106.625,65,159,225,133.702,57,297,208,113.909,59,221
385,32,106.438,69,137,225,133.427,55,281,208,114.726,55,230
386,32,104.688,80,152,225,132.556,55,315,208,114.635,60,213
387,32,108.156,79,153,225,133.653,61,293,208,114.808,59,214
388,32,106.062,72,155,225,132.849,55,278,208,114.096,60,226
389,32,104.062,72,148,225,132.840,58,313,208,115.130,56,242
390,32,106.562,72,145,225,133.142,61,272,208,113.861,60,217
391,32,104.344,76,148,225,132.907,63,290,208,113.615,58,233
392,32,105.156,76,150,225,132.813,51,295,208,113.957,57,232
393,32,102.625,60,156,225,132.831,53,303,208,114.755,54,236
394,32,102.500,73,150,225,132.569,60,299,208,113.913,57,208
395,32,107.562,75,186,225,132.182,57,285,208,114.620,58,238
396,32,104.719,72,162,225,131.729,61,296,208,113.692,59,215
397,32,104.812,63,171,225,131.791,59,334,208,114.130,59,216
398,32,106.688,70,181,225,131.969,64,297,208,114.851,56,227
399,32,106.438,70,168,225,133.040,63,286,208,114.562,61,214
400,32,106.062,77,186,225,131.316,62,290,208,114.678,58,228
401,32,107.562,72,194,225,133.436,60,279,208,114.856,60,211
402,32,109.375,63,179,225,132.951,56,301,208,115.014,58,225
403,32,106.000,73,175,225,131.653,56,285,208,114.889,55,224
404,32,107.062,70,197,225,132.369,59,300,208,115.221,57,229
405,32,108.531,66,176,225,131.209,49,278,208,113.745,61,230
406,32,105.250,72,179,225,131.907,61,294,208,114.750,61,239
407,32,104.750,75,159,225,131.764,53,304,208,114.841,55,235
408,32,109.562,72,165,225,132.796,44,299,208,113.649,58,218
409,32,104.250,68,162,225,132.729,62,318,208,115.173,65,233
410,32,105.500,70,166,225,132.596,56,310,208,114.361,58,224
411,32,104.656,70,140,225,132.493,54,285,208,114.452,55,237
412,32,107.219,80,151,225,134.360,53,309,208,113.731,61,250
413,32,106.719,69,171,225,131.716,57,283,208,114.188,55,229
414,32,106.469,63,155,225,131.373,56,270,208,113.875,60,226
415,32,103.719,67,146,225,131.600,57,315,208,114.601,60,215
416,32,108.156,70,161,225,132.049,58,268,208,114.106,61,234
417,32,104.250,61,158,225,132.658,58,294,208,115.236,66,230
418,32,105.250,66,160,225,131.404,60,313,208,114.365,60,221
419,32,105.656,76,158,225,131.956,59,275,208,113.904,59,245
420,32,104.406,75,135,225,132.849,57,289,208,114.894,58,272
421,32,105.219,71,144,225,132.564,60,288,208,114.808,58,311
422,32,106.438,75,163,225,131.871,59,294,208,114.510,60,304
423,32,107.688,75,148,225,132.902,53,292,208,115.322,61,355
424,32,106.094,71,159,225,133.022,55,282,208,116.106,57,342
425,32,104.094,76,160,225,132.511,58,290,208,116.288,63,351
426,32,107.219,74,164,225,132.680,55,281,208,115.769,62,359
427,32,105.656,65,151,225,132.236,59,254,208,115.740,62,361
428,32,105.625,71,147,225,131.729,56,296,208,115.870,55,375
429,32,103.938,66,140,225,132.342,63,309,208,114.380,59,374
430,32,105.656,70,149,225,132.476,60,307,208,115.312,63,386
431,32,106.062,70,147,225,132.111,59,281,208,115.361,56,384
432,32,108.375,75,159,225,132.836,59,285,208,115.014,59,358
433,32,106.250,75,144,225,132.164,59,286,208,115.337,58,369
434,32,104.125,71,141,225,132.636,61,312,208,114.856,58,374
435,32,105.688,66,159,225,133.627,55,294,208,121.577,55,375
436,32,107.656,68,157,225,135.449,60,298,208,125.274,62,363
437,32,107.125,74,147,225,135.751,64,321,208,124.274,60,367
438,32,107.906,75,156,225,136.289,59,320,208,122.562,61,349
439,32,110.219,77,164,225,135.382,59,329,208,120.779,60,342
440,32,105.750,66,153,225,135.649,57,311,208,119.899,62,363
441,32,102.031,68,143,225,134.533,61,327,208,118.159,59,360
442,32,103.812,74,138,225,134.680,59,323,208,117.894,60,359
443,32,104.594,83,154,225,134.098,53,304,208,117.995,58,373
444,32,104.125,74,148,225,133.676,60,313,208,117.572,56,386
445,32,102.562,67,139,225,134.271,57,304,208,116.995,62,369
446,32,105.719,74,155,225,133.342,58,315,208,116.861,58,385
447,32,108.844,69,171,225,133.280,64,311,208,116.702,61,387
448,32,108.781,67,146,225,133.676,56,296,208,116.264,62,391
449,32,104.344,75,156,225,133.093,63,283,208,116.596,62,387
450,32,107.688,75,139,225,132.449,60,291,208,116.750,54,397
451,32,105.000,72,146,225,132.876,61,305,208,115.462,61,390
452,32,105.375,73,151,225,131.889,56,277,208,116.255,56,366
453,32,106.562,74,141,225,131.836,59,286,208,115.923,60,345
454,32,103.562,76,144,225,132.018,53,297,208,114.774,57,347
455,32,106.000,80,144,225,133.000,55,312,208,115.236,62,314
456,32,104.562,70,150,225,132.129,55,292,208,115.327,62,290
457,32,103.906,75,149,225,133.031,53,305,208,114.764,56,270
458,32,103.125,75,151,225,133.720,65,301,208,115.841,57,268
459,32,105.969,68,146,225,132.276,57,281,208,114.264,60,228
460,32,103.875,70,143,225,132.422,51,302,208,114.341,58,246
461,32,105.344,67,167,225,132.080,60,291,208,115.822,61,250
462,32,105.938,74,149,225,130.338,58,293,208,115.212,61,241
463,32,103.500,72,135,225,130.671,57,298,208,113.803,58,254
464,32,104.656,70,136,225,131.302,61,279,208,113.875,56,248
465,32,104.469,76,139,225,132.284,55,269,208,115.548,59,253
466,32,102.500,71,140,225,130.716,55,288,208,113.947,60,246
467,32,105.500,69,145,225,131.804,61,286,208,114.663,59,241
468,32,103.719,74,135,225,129.956,59,296,208,114.644,58,226
469,32,103.156,78,133,225,130.364,60,281,208,114.688,61,226
470,32,103.594,74,160,225,129.942,59,257,208,114.962,61,235
471,32,102.438,71,137,225,131.120,55,261,208,116.149,64,226
472,32,104.188,73,147,225,131.520,60,296,208,114.990,57,224
473,32,105.594,70,156,225,132.831,58,280,208,115.245,58,216
474,32,103.344,73,145,225,131.782,60,277,208,114.678,59,228
475,32,103.156,68,151,225,132.129,60,308,208,114.933,64,227
476,32,105.844,77,151,225,131.187,60,304,208,114.303,54,234
477,32,102.375,79,164,225,131.898,59,284,208,113.274,57,244
478,32,103.375,64,132,225,133.551,59,309,208,113.346,59,267
479,32,103.719,71,142,225,131.427,65,275,208,114.341,58,283
480,32,104.844,77,154,225,131.293,57,289,208,113.861,57,306
481,32,104.969,67,152,225,131.582,56,255,208,113.736,50,280
482,32,107.469,73,166,225,131.409,60,284,208,114.548,66,330
483,32,107.125,69,152,225,131.849,58,296,208,114.659,56,329
484,32,109.594,73,149,225,131.924,57,303,208,115.312,58,377
485,32,107.375,79,143,225,131.200,62,299,208,115.562,58,348
486,32,107.906,75,152,225,132.307,58,294,208,115.827,58,363
487,32,105.656,72,142,225,132.093,60,282,208,115.245,57,390
488,32,106.906,61,138,225,131.916,58,306,208,114.596,59,379
489,32,104.781,70,143,225,132.084,57,316,208,116.678,59,357
490,32,106.938,73,146,225,133.280,57,289,208,113.490,58,314
491,32,101.469,66,142,225,130.813,52,295,208,113.447,57,306
492,32,107.250,80,149,225,131.827,57,281,208,114.183,59,315
493,32,107.281,57,151,225,131.000,55,273,208,114.322,55,292
494,32,106.531,65,141,225,132.204,58,274,208,113.067,63,278
495,32,108.906,71,139,225,134.782,65,302,208,118.476,62,261
496,32,109.094,76,144,225,135.476,59,312,208,121.938,62,269
497,32,107.844,70,162,225,137.347,58,306,208,121.942,64,268
498,32,109.031,62,146,225,135.947,62,303,208,120.139,59,231
499,32,108.375,79,167,225,134.476,58,309,208,118.413,60,246
500,32,108.875,81,158,225,133.729,60,292,208,117.779,59,240
501,32,106.031,67,148,225,134.142,56,296,208,117.562,64,271
502,32,107.250,67,175,225,132.564,58,293,208,117.409,62,236
503,32,107.844,70,160,225,131.231,61,284,208,115.159,63,252
504,32,105.781,68,164,225,131.867,55,288,208,115.106,56,248
505,32,109.562,62,162,225,132.347,61,292,208,114.519,59,223
506,32,107.031,71,167,225,131.836,54,289,208,114.154,56,221
507,32,107.844,71,156,225,131.422,59,300,208,114.082,56,212
508,32,106.812,73,154,225,131.756,59,275,208,114.370,61,235
509,32,108.031,61,151,225,132.209,56,290,208,113.827,56,231
510,32,105.344,65,154,225,130.667,52,295,208,112.716,57,229
511,32,107.625,78,167,225,131.764,57,300,208,114.250,57,243
512,32,104.688,69,152,225,130.311,60,291,208,113.274,62,230
513,32,107.562,75,155,225,132.084,60,283,208,114.678,62,220
514,32,106.906,75,153,225,131.396,55,291,208,113.918,58,235
515,32,106.562,66,153,225,131.302,56,291,208,112.918,56,236
516,32,105.312,81,154,225,131.560,53,290,208,112.894,62,224
517,32,108.375,65,168,225,130.969,62,275,208,113.865,60,234
518,32,104.219,59,153,225,130.258,58,301,208,113.548,57,233
519,32,104.688,71,158,225,132.236,62,282,208,114.481,59,235
520,32,104.625,67,153,225,131.658,52,297,208,114.702,59,241
521,32,108.625,68,163,225,131.142,62,273,208,113.529,55,222
522,32,105.750,74,147,225,132.827,60,285,208,114.837,55,232
523,32,103.594,61,149,225,131.013,56,309,208,114.538,59,248
524,32,108.594,78,165,225,132.022,56,320,208,114.548,55,228
525,32,106.031,69,158,225,130.458,56,300,208,114.346,61,223
526,32,110.344,79,164,225,131.449,56,296,208,113.476,61,226
527,32,107.375,81,170,225,129.698,56,294,208,113.688,56,235
528,32,106.094,69,153,225,131.231,53,293,208,113.346,53,224
529,32,104.562,81,150,225,130.902,58,299,208,114.562,62,235
530,32,106.688,56,162,225,130.938,54,300,208,114.341,59,232
531,32,106.031,59,155,225,129.907,56,316,208,113.971,60,246
532,32,104.188,62,145,225,130.436,53,308,208,113.745,63,236
533,32,102.312,61,157,225,131.280,56,286,208,114.317,54,232
534,32,106.531,71,161,225,130.809,54,308,208,115.784,64,230
535,32,106.906,78,143,225,131.178,59,302,208,113.606,57,226
536,32,106.156,71,158,225,130.582,56,308,208,113.947,64,215
537,32,105.219,74,143,225,130.702,62,343,208,113.327,57,241
538,32,103.438,68,149,225,131.129,54,303,208,112.279,61,209
539,32,111.750,81,161,225,130.440,62,287,208,113.649,63,241
540,32,106.594,73,152,225,130.547,62,296,208,113.885,59,242
541,32,105.625,70,155,225,130.862,60,304,208,113.726,56,229
542,32,106.062,66,163,225,132.644,59,328,208,114.865,57,223
543,32,106.375,70,164,225,130.573,53,304,208,114.207,64,239
544,32,106.000,68,148,225,129.636,60,311,208,112.928,60,229
545,32,110.438,63,169,225,130.498,57,309,208,114.216,54,243
546,32,107.250,61,165,225,132.364,61,289,208,113.606,58,234
547,32,108.938,78,147,225,132.093,61,308,208,114.538,59,220
548,32,109.031,65,168,225,132.524,58,317,208,113.514,59,227
549,32,109.062,76,154,225,131.182,63,317,208,113.072,56,248
550,32,106.125,77,163,225,131.907,63,326,208,113.798,60,242
551,32,109.594,68,159,225,131.942,61,320,208,113.077,60,220
552,32,108.875,61,170,225,131.613,61,340,208,115.827,62,246
553,32,109.031,70,158,225,132.173,56,315,208,113.577,59,225
554,32,108.031,70,166,225,131.422,55,313,208,113.144,56,226
555,32,107.438,71,160,225,133.009,60,334,208,117.558,60,238
556,32,108.375,70,173,225,136.573,64,348,208,123.452,64,233
557,32,107.375,77,158,225,137.276,59,328,208,123.639,61,252
558,32,107.781,72,154,225,136.191,61,326,208,122.106,65,227
559,32,105.750,73,158,225,136.080,62,316,208,121.625,60,229
560,32,107.344,66,162,225,135.378,56,329,208,119.514,63,224
561,32,107.500,72,160,225,133.876,62,313,208,118.702,68,235
562,32,108.656,77,156,225,132.880,60,306,208,117.625,67,238
563,32,107.000,66,157,225,133.947,58,294,208,117.663,59,227
564,32,105.688,66,140,225,133.413,50,322,208,115.404,62,249
565,32,105.094,66,147,225,133.364,59,303,208,115.510,61,233
566,32,103.812,69,144,225,133.813,63,308,208,116.611,64,238
567,32,105.406,67,149,225,132.640,62,337,208,115.269,65,242
568,32,106.500,65,159,225,132.249,63,296,208,114.740,58,227
569,32,105.125,76,145,225,131.262,56,305,208,113.543,60,233
570,32,104.000,80,147,225,130.707,59,285,208,114.779,68,240
571,32,105.688,70,153,225,131.991,60,299,208,113.726,60,226
572,32,102.250,67,142,225,132.436,53,289,208,113.260,59,224
573,32,101.969,68,151,225,130.653,57,294,208,114.822,62,230
574,32,103.906,74,146,225,131.880,57,293,208,114.510,57,223
575,32,99.781,62,136,225,131.893,58,296,208,113.784,57,232
576,32,101.219,72,144,225,131.511,52,292,208,115.216,66,238
577,32,103.281,71,149,225,132.173,59,303,208,114.207,56,242
578,32,101.656,76,140,225,131.569,50,290,208,115.024,60,238
579,32,104.406,65,159,225,132.338,54,286,208,114.716,59,233
580,32,98.312,69,146,225,132.218,55,281,208,114.423,66,230
581,32,103.531,78,150,225,131.249,58,289,208,113.567,60,251
582,32,98.375,64,149,225,131.880,57,277,208,114.312,54,253
583,32,102.344,74,160,225,131.676,56,296,208,114.245,61,235
584,32,103.375,57,154,225,131.280,53,263,208,114.462,58,236
585,32,102.375,70,155,225,131.711,60,287,208,114.168,60,223
586,32,106.250,72,171,225,131.369,62,298,208,115.409,54,228
587,32,105.000,60,152,225,130.933,57,269,208,113.769,55,221
588,32,104.938,70,145,225,130.658,59,262,208,114.370,62,233
589,32,106.125,70,149,225,130.951,62,289,208,114.962,58,223
590,32,104.062,69,169,225,130.720,58,296,208,113.639,60,230
591,32,106.344,72,144,225,131.338,56,299,208,114.678,59,230
592,32,102.156,71,145,225,130.871,56,271,208,115.385,57,240
593,32,104.281,76,133,225,132.124,51,286,208,115.947,64,234
594,32,103.188,68,152,225,131.253,58,283,208,114.312,56,221
595,32,105.688,79,138,225,130.747,63,297,208,115.380,62,243
596,32,102.062,75,137,225,131.000,59,265,208,114.625,61,231
597,32,103.344,77,151,225,130.751,58,274,208,114.034,57,231
598,32,103.531,69,140,225,130.564,61,309,208,113.851,63,213
599,32,98.219,60,140,225,131.316,55,305,208,113.688,56,228
600,32,104.156,73,148,225,130.760,54,288,208,115.043,66,224
601,32,102.125,69,146,225,130.724,57,275,208,114.510,64,255
602,32,101.375,72,144,225,130.391,57,280,208,114.452,63,229
603,32,99.312,64,138,225,129.764,54,293,208,113.346,61,226
604,32,98.562,70,130,225,130.591,55,261,208,113.519,60,232
605,32,101.031,69,156,225,131.413,56,258,208,114.399,55,248
606,32,100.688,64,164,225,130.604,50,288,208,114.923,60,235
607,32,102.688,64,132,225,131.160,54,272,208,113.500,62,232
608,32,102.094,63,155,225,129.947,59,283,208,113.803,56,232
609,32,101.594,67,137,225,130.942,61,291,208,114.115,54,222
610,32,100.656,74,129,225,131.133,61,287,208,113.144,58,247
611,32,101.094,70,146,225,130.880,51,294,208,114.764,58,218
612,32,100.750,63,145,225,131.547,56,278,208,114.356,55,225
613,32,99.406,68,136,225,129.698,50,269,208,113.736,52,231
614,32,104.312,74,144,225,129.671,53,286,208,114.904,64,233
615,32,101.031,68,144,225,132.880,61,285,208,116.577,64,215
616,32,104.438,71,130,225,135.524,54,278,208,123.370,64,241
617,32,99.156,63,139,225,136.178,62,302,208,124.284,62,236
618,32,102.188,60,134,225,134.831,55,300,208,121.043,58,224
619,32,101.531,67,154,225,134.311,58,298,208,120.481,63,229
620,32,103.750,71,147,225,133.542,62,298,208,119.385,63,231
621,32,101.969,74,140,225,133.396,60,278,208,118.149,54,234
622,32,103.125,71,137,225,131.782,58,285,208,115.933,62,234
623,32,103.469,77,138,225,130.520,59,264,208,116.192,53,251
624,32,104.500,68,139,225,131.591,59,273,208,115.812,55,241
625,32,102.875,75,153,225,131.289,52,275,208,115.245,44,223
626,32,100.719,70,146,225,131.244,62,255,208,115.264,64,223
627,32,103.438,65,144,225,130.591,55,268,208,113.957,56,228
628,32,102.344,71,142,225,131.907,60,289,208,114.168,50,242
629,32,102.625,75,142,225,130.280,61,278,208,113.981,60,219
630,32,104.125,81,148,225,130.316,60,273,208,115.365,59,242
631,32,100.156,67,148,225,128.964,58,258,208,112.846,58,256
632,32,101.656,64,135,225,130.569,55,272,208,113.433,57,228
633,32,101.594,71,137,225,130.013,58,278,208,112.596,56,228
634,32,101.375,72,130,225,130.413,60,269,208,114.880,61,216
635,32,101.500,67,146,225,130.707,57,301,208,114.495,59,240
636,32,100.469,65,162,225,130.382,63,287,208,113.096,57,216
637,32,100.281,66,160,225,130.053,54,291,208,113.957,59,233
638,32,101.656,66,169,225,130.364,58,286,208,114.490,53,234
639,32,101.375,71,150,225,130.187,53,278,208,113.510,61,242
640,32,100.188,70,153,225,130.329,58,300,208,112.337,57,232
641,32,99.344,69,155,225,130.302,58,274,208,113.250,58,236
642,32,100.219,70,146,225,129.822,59,271,208,113.947,57,222
643,32,102.938,63,150,225,131.587,55,302,208,113.962,62,226
644,32,101.844,62,157,225,129.484,58,280,208,113.702,54,225
645,32,101.906,66,146,225,130.693,57,257,208,113.038,53,229
646,32,101.781,65,172,225,129.231,54,292,208,113.370,54,232
647,32,102.156,59,170,225,129.342,62,275,208,115.918,59,248
648,32,102.094,66,172,225,130.360,57,283,208,114.226,56,258
649,32,99.969,65,169,225,130.231,60,265,208,115.091,62,207
650,32,101.688,69,154,225,130.156,54,255,208,113.284,54,249
651,32,102.344,66,166,225,129.791,56,276,208,113.889,59,244
652,32,102.000,67,179,225,130.311,57,282,208,114.173,57,230
653,32,103.062,65,186,225,129.102,52,283,208,114.298,61,230
654,32,104.812,70,180,225,129.862,59,282,208,114.192,60,243
655,32,102.812,60,187,225,129.862,56,258,208,113.082,58,219
656,32,98.219,67,160,225,130.698,53,296,208,113.130,52,236
657,32,101.219,71,174,225,129.520,54,269,208,113.361,59,228
658,32,104.219,69,188,225,129.569,56,262,208,113.000,60,239
659,32,101.781,72,172,225,129.249,60,268,208,113.788,59,230
660,32,100.750,58,158,225,130.760,61,283,208,113.447,55,213
661,32,102.875,73,156,225,129.418,55,254,208,113.197,52,247
662,32,99.062,77,135,225,129.440,52,277,208,113.308,63,231
663,32,100.875,70,160,225,130.680,61,270,208,113.654,57,230
664,32,100.344,60,167,225,129.000,61,275,208,113.457,62,244
665,32,98.031,67,165,225,128.409,55,272,208,114.288,52,225
666,32,101.656,73,145,225,128.707,54,298,208,113.837,53,241
667,32,100.875,72,161,225,128.596,58,274,208,115.207,56,233
668,32,100.688,63,140,225,128.067,54,257,208,113.120,61,229
669,32,98.188,69,141,225,128.516,56,256,208,113.779,58,250
670,32,100.000,60,130,225,129.338,53,249,208,113.231,58,238
671,32,104.750,68,150,225,128.636,57,268,208,112.933,56,225
672,32,98.125,65,149,225,127.804,58,262,208,112.659,60,226
673,32,101.281,76,146,225,129.338,61,286,208,114.274,61,241
674,32,97.750,66,138,225,128.964,57,274,208,112.885,61,226
675,32,99.406,68,152,225,128.560,53,256,208,114.394,53,214
676,32,100.312,63,153,225,131.791,49,294,208,122.875,67,247
677,32,101.062,73,134,225,134.004,64,303,208,123.784,61,248
678,32,99.250,65,149,225,133.480,60,314,208,123.058,55,244
679,32,102.000,65,141,225,132.391,63,287,208,121.587,58,227
680,32,99.188,56,154,225,131.213,53,287,208,119.769,63,239
681,32,102.375,62,184,225,131.720,54,279,208,118.889,61,235
682,32,102.375,58,166,225,129.502,56,258,208,117.668,64,219
683,32,100.875,78,165,225,130.124,58,282,208,116.779,61,233
684,32,101.375,69,156,225,129.151,61,289,208,116.702,48,230
685,32,100.312,63,147,225,129.124,55,260,208,115.788,59,227
686,32,98.969,61,143,225,130.053,61,262,208,116.014,51,230
687,32,99.562,59,141,225,129.156,57,283,208,114.245,61,243
688,32,99.812,68,163,225,128.196,51,243,208,114.423,58,236
689,32,99.312,70,157,225,129.551,58,291,208,114.894,60,225
690,32,99.594,66,150,225,128.093,54,272,208,116.010,53,248
691,32,97.656,62,141,225,127.822,61,269,208,115.048,56,213
692,32,99.344,56,156,225,129.204,61,266,208,115.139,60,225
693,32,100.938,58,136,225,129.533,56,279,208,113.471,59,237
694,32,100.938,71,149,225,129.356,56,251,208,115.361,57,224
695,32,95.469,58,142,225,129.031,54,256,208,114.654,56,242
696,32,100.250,61,164,225,128.880,61,255,208,114.413,57,241
697,32,99.500,73,134,225,127.653,53,269,208,114.538,62,236
698,32,97.188,61,133,225,127.453,57,282,208,114.024,56,219
699,32,100.281,72,154,225,128.209,51,269,208,115.139,58,221
700,32,99.156,65,151,225,128.511,56,253,208,114.938,60,230
701,32,101.719,68,166,225,129.004,54,271,208,113.688,56,233
702,32,100.125,57,161,225,127.498,59,245,208,113.423,50,229
703,32,100.656,66,153,225,128.124,54,283,208,113.476,61,237
704,32,98.688,66,144,225,128.782,57,276,208,112.942,53,224
705,32,101.031,70,171,225,128.231,55,245,208,114.625,57,258
706,32,101.562,58,174,225,128.227,57,259,208,114.212,57,239
707,32,100.188,71,178,225,128.418,58,252,208,114.611,58,232
708,32,99.000,63,162,225,128.542,55,269,208,114.861,48,240
709,32,98.781,61,158,225,131.298,52,293,208,114.524,57,232
710,32,99.156,57,156,225,129.644,54,273,208,114.755,61,237
711,32,101.344,61,171,225,129.560,51,290,208,115.962,52,235
712,32,99.781,63,155,225,130.124,58,281,208,115.702,56,270
713,32,100.625,63,157,225,132.080,53,269,208,115.341,54,254
714,32,99.969,66,162,225,129.653,56,259,208,115.543,57,270
715,32,99.094,62,165,225,128.689,56,279,208,115.433,55,257
716,32,100.156,66,154,225,130.689,56,297,208,115.173,64,236
717,32,98.562,61,163,225,130.840,56,274,208,115.216,56,245
718,32,97.469,60,146,225,129.969,54,283,208,114.567,56,215
719,32,96.594,55,151,225,129.973,56,270,208,114.303,52,222
720,32,99.344,72,140,225,129.760,53,264,208,113.635,60,230
721,32,100.219,70,150,225,128.622,59,256,208,115.125,60,218
722,32,99.188,61,160,225,129.418,57,268,208,114.885,56,219
723,32,96.312,64,146,225,129.391,59,273,208,114.510,58,236
724,32,100.156,66,163,225,130.173,62,283,208,113.856,59,230
725,32,98.219,63,148,225,129.831,57,284,208,115.192,57,224
726,32,100.469,71,156,225,129.947,59,284,208,114.639,59,234
727,32,98.750,61,148,225,129.222,56,283,208,114.082,62,234
728,32,100.625,64,139,225,129.849,60,275,208,113.889,55,228
729,32,99.938,73,155,225,129.524,57,262,208,113.692,63,228
730,32,99.750,73,148,225,128.560,55,256,208,113.947,57,227
731,32,99.406,68,156,225,128.444,51,282,208,113.500,58,223
732,32,98.156,65,145,225,128.680,52,286,208,113.356,57,229
733,32,99.375,67,159,225,128.609,53,265,208,114.255,56,227
734,32,98.812,58,163,225,128.027,56,269,208,115.692,49,255
735,32,100.594,60,146,225,127.564,58,248,208,115.875,59,233
736,32,101.094,71,147,225,132.449,52,290,208,120.865,60,254
737,32,100.438,68,142,225,131.529,59,274,208,122.139,62,250
738,32,101.094,59,142,225,133.467,57,297,208,120.760,63,247
739,32,105.562,70,161,225,133.044,56,274,208,121.048,55,242
740,32,100.250,58,149,225,131.604,58,289,208,120.822,60,244
